Ant,Node,Snap,Full nn,Full ee,50-85 MHz nn,50-85 MHz ee,120-155 MHz nn,120-155 MHz ee,155-190 MHz nn,155-190 MHz ee,190-225 MHz nn,190-225 MHz ee
3,1,2,1.030324598519812,5.806727131832551,1.5396381898792704,12.631257929604928,2.7618582547482045,6.248750995355293,1.684007897155876,2.096167263438084,1.8853220578256813,1.9838227103693433
4,1,2,0.8751555278000789,1.0568869207308622,1.798936648741458,2.5415496808059572,2.27411659436276,3.1368366387010496,1.6399387246336847,1.993600177106873,2.3179399849821976,2.730441942841483
5,1,2,0.9131040058464408,0.8679703152272927,1.6063632043959837,1.7349319755713033,2.362858385385172,1.7621957141134268,1.562599128865527,1.7026130675635096,9.466142310761779,9.772077096227411
7,2,0,1.0835603818129727,2.431420841585226,2.3229755636944835,5.193744034119496,2.3601751257407,7.245794114750842,1.7259497942019142,5.492951764498253,2.268760950345023,8.481782162766558
8,2,0,0.9960222804942225,0.9863375843468194,1.9704681992451112,1.799452383640642,2.4471254156243294,1.9010159019782389,1.7781820524820056,1.5893154442740647,2.26027981318148,1.7986143506796712
9,2,0,0.8676958725206824,1.3823142822205239,1.561388728025014,6.132333243310148,2.387191295376876,3.9567663073423915,1.7371263558746084,1.8015506985074057,2.1717822855890283,1.8416605950786389
10,2,1,0.9658177302944101,1.1942663839300443,1.4795147924368612,1.555298570902566,2.09081241111158,2.559738130405159,1.5221289395445108,1.8986714672416865,3.405519046201782,3.936775924766973
15,1,3,1.0069550450787819,4.139787691826803,2.0571601245229614,4.2489168253850345,2.127522992951224,6.15592566651022,1.6426377451443896,2.720557034654826,1.647903586715658,3.0316931554364492
16,1,3,1.0518850942381415,0.9711415005814257,2.829393764615013,1.4507865557631274,2.8748345887664866,1.7036117624701812,2.2304807506186566,1.4387746392597496,3.813852202422408,1.747135931919117
17,1,3,1.233878550269131,1.123297338866828,2.087714779805875,1.950579981118806,2.421340820941573,1.9390937874442695,1.739792361921616,1.7536102485371072,1.751108146049783,1.809855940844859
18,1,0,166.43889700700072,8.489013031600265,1.8688239703593876,1.384827951991712,778.9820418128444,31.08662724824325,1.5044240419187316,1.5006337435224308,2.306750544600181,2.1149612244887646
19,2,1,1.0534307996494574,1.0604965492857386,1.8418275954467158,1.897763934572738,2.265809084241702,1.8916196146802793,1.7661217464870607,1.5274344270665776,1.9572603883109316,4.971471062222493
