Ant,Node,Snap,Full nn,Full ee,50-85 MHz nn,50-85 MHz ee,120-155 MHz nn,120-155 MHz ee,155-190 MHz nn,155-190 MHz ee,190-225 MHz nn,190-225 MHz ee
3,1,2,1.0204761300569576,6.851711731317787,1.4040986046867456,29.51278133314487,2.0494014517597967,7.561434649970042,1.4962647410469336,5.227085072111648,1.7737687057327243,7.34279046338181
4,1,2,1.0320155322967983,0.9973234683768438,1.4957913234001352,1.4596417940830224,2.178318909940897,2.75415399770932,1.6550026730093648,1.7215430643525746,2.2811530330248355,2.085100498819629
5,1,2,0.9035188113338352,0.9318013069999516,1.5379736096379992,1.6407866822011647,2.457216580120484,2.594017452355193,1.60174405846657,1.7323267085776342,5.7583254609709185,5.897788527950892
7,2,0,1.241871126162198,1.898824886979781,3.286164163022764,8.402654203225632,2.432595452380561,5.552673941335965,1.7501620555910202,3.611581611470664,3.188629117617464,6.813100066587834
8,2,0,1.1262154537628286,1.0580571625211286,1.8087944455336278,1.4809193672923888,2.3299029167218803,2.2664821549823144,1.5646464993617362,1.5726556408283978,2.0813826138407316,2.2440214949114643
9,2,0,1.0301937561518697,0.8856649097094474,1.661669122590954,1.7723151079255917,2.2319761929023145,2.407124177781662,1.7473182148325022,1.8825781036480023,2.4629215227997348,2.036402716556119
10,2,1,0.979358860794999,1.1091478595859057,1.712266117199347,1.5569910271793417,2.3757389904115223,2.744993415981733,1.6120214904473404,1.7523086468189064,2.0802917556583584,2.8707540674210907
15,1,3,1.2258921670925529,1.0838704175445562,2.634918751675559,1.413740033934708,2.0114269200155612,2.3148247296780275,1.765458581151369,1.670311014353541,1.8871768829157014,1.7913891304569463
16,1,3,1.1686822183841756,1.0639324051790295,2.727592945866704,1.5402368154817998,2.610076044821715,2.287130609988249,2.052024942738855,1.6478622446702729,3.707191585051283,2.0201221544871157
17,1,3,1.2954844325885269,1.0309657915192803,2.5751656322301653,1.5521940474006803,1.948426540884991,2.373169015624052,1.928939285246952,1.7158008383681902,2.683441078905598,2.172287653618332
18,1,0,158.63198275108584,16.574637024637305,14.246106591314483,2.380414255005098,759.7004958688033,57.98436864637211,1.9067870103557631,1.613441254621816,2.439764812602844,1.8398326990448008
19,2,1,1.4124158656472448,2.433315055511666,2.72509081578503,10.857519862986125,2.557040545863322,2.301133888815513,2.1677833934176176,3.97042208701845,2.1720899792456847,8.664756510058613
20,2,1,0.9990977485196997,0.9339164886951247,1.9769737637425215,1.647479467715186,2.0270442385128185,2.1231247153866977,1.7821935130351818,1.7059010934692125,2.245617621647381,2.381113695210623
21,2,2,1.0043307361905367,0.9929586013846582,1.587716580277359,1.5431192261559759,2.2169019714682925,2.412866686947679,1.643764456890863,1.7065332801981723,2.2350034561478496,2.7624227908079213
22,6,0,1.7240307028894666,3.751595047348937,4.780455178517015,1.1582894859637214,2.2287597112667497,4.5668730528935875,1.7630329088204588,2.185760885188805,1.8577725511456318,3.833880449765793
27,1,0,6.466180504714636,5.343843907270379,8.863718742627059,23.177965355968094,15.969351372353238,10.823639449773502,4.244684708772991,4.081345513398301,6.160493901633431,1.8708454786843778
28,1,0,98.99596439695428,2.5095493236690904,13.857132763312265,1.4510381422320087,511.82996415101195,2.3467571697608,2.8842567569778006,2.5052791448867655,3.74615760632253,3.400940307519273
29,1,1,1.8342497225647711,1.0164740132781036,12.044195085173659,2.070961793352862,2.5483234861875053,2.0959705433891602,2.690844916552739,1.6176518775997213,5.800336315674151,1.7808944484468359
30,1,1,1.264433217936262,1.0642174905350341,2.977640499796023,1.3714996326346867,2.72048374424809,1.947823475278374,2.0995116168837877,1.631646083513083,2.347118022688275,1.7397771530796748
