,0
JD,2459841
Date,9-18-2022
LST Range,20.252 -- 5.546 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1670
Total Number of Antennas,81
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 2 RF_maintenance: 17 digital_maintenance: 3 digital_ok: 47 not_connected: 12
Commanded Signal Source,
Antennas in Commanded State,0 / 81 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,8
Nodes Registering 0s,
Nodes Not Correlating,"N01, N08, N12"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,70 / 81 (86.4%)
Auto Metrics Done?,N
Redcal Done?,N
Never Flagged Antennas,11 / 81 (13.6%)
A Priori Good Antennas Flagged,"42 / 47 total a priori good antennas: 3, 5, 15, 16, 17, 29, 30, 85, 86, 93, 94, 103, 109, 111, 112, 127, 128, 130, 140, 141, 142, 144, 147, 156, 157, 158, 160, 161, 162, 163, 164, 165, 179, 181, 183, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"6 / 34 total a priori bad antennas: 22, 35, 49, 61, 64, 168"
