,0
JD,2459828
Date,9-5-2022
LST Range,18.491 -- 20.491 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,372
Total Number of Antennas,147
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 32 RF_ok: 11 digital_maintenance: 3 digital_ok: 95 not_connected: 3
Commanded Signal Source,
Antennas in Commanded State,0 / 147 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,15
Nodes Registering 0s,N18
Nodes Not Correlating,"N02, N04"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,61 / 147 (41.5%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,112 / 147 (76.2%)
Redcal Done?,N
Never Flagged Antennas,28 / 147 (19.0%)
A Priori Good Antennas Flagged,"69 / 95 total a priori good antennas: 7, 9, 10, 16, 17, 19, 20, 21, 30, 31, 37, 38, 40, 41, 42, 45, 46, 53, 54, 55, 56, 65, 66, 68, 69, 71, 72, 73, 81, 84, 86, 88, 91, 98, 101, 103, 105, 106, 107, 108, 111, 117, 118, 121, 122, 123, 130, 140, 141, 142, 156, 158, 160, 161, 165, 167, 169, 170, 176, 177, 179, 181, 183, 184, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"2 / 52 total a priori bad antennas: 90, 135"
