,0
JD,2459884
Date,10-31-2022
LST Range,22.158 -- 8.115 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 54 RF_ok: 19 digital_ok: 96 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,76 / 201 (37.8%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,144 / 201 (71.6%)
Redcal Done?,N
Never Flagged Antennas,57 / 201 (28.4%)
A Priori Good Antennas Flagged,"60 / 96 total a priori good antennas: 3, 7, 15, 17, 19, 21, 31, 37, 38, 44, 45, 51, 53, 54, 55, 56, 59, 68, 71, 72, 81, 84, 86, 88, 91, 98, 101, 103, 105, 107, 108, 109, 111, 117, 121, 122, 123, 129, 130, 136, 140, 141, 142, 143, 146, 147, 158, 161, 164, 165, 169, 170, 181, 183, 184, 185, 186, 187, 190, 191"
A Priori Bad Antennas Not Flagged,"21 / 105 total a priori bad antennas: 4, 8, 48, 49, 62, 64, 79, 82, 89, 125, 137, 168, 205, 207, 221, 237, 238, 239, 324, 325, 333"
