,0
JD,2459949
Date,1-4-2023
LST Range,2.413 -- 11.432 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1676
Total Number of Antennas,196
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 9 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 196 (0.0%)
Antennas in Commanded State (observed),0 / 196 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,54 / 196 (27.6%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,119 / 196 (60.7%)
Redcal Done?,N
Never Flagged Antennas,77 / 196 (39.3%)
A Priori Good Antennas Flagged,"52 / 93 total a priori good antennas: 3, 7, 9, 10, 15, 16, 20, 29, 30, 37, 38, 40, 42, 53, 54, 55, 56, 71, 72, 81, 86, 94, 101, 103, 106, 107, 109, 111, 121, 122, 123, 128, 136, 143, 144, 146, 151, 158, 161, 164, 165, 170, 173, 182, 184, 185, 187, 189, 191, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"36 / 103 total a priori bad antennas: 8, 22, 35, 43, 46, 48, 49, 61, 62, 64, 74, 79, 89, 90, 95, 114, 115, 125, 132, 137, 139, 206, 207, 211, 220, 222, 226, 229, 237, 238, 239, 245, 261, 324, 325, 333"
