,0
JD,2459912
Date,11-28-2022
LST Range,24.000 -- 9.957 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 53 RF_ok: 19 digital_ok: 97 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,69 / 201 (34.3%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,127 / 201 (63.2%)
Redcal Done?,N
Never Flagged Antennas,71 / 201 (35.3%)
A Priori Good Antennas Flagged,"53 / 97 total a priori good antennas: 3, 7, 9, 15, 19, 21, 29, 30, 37, 38, 42, 45, 51, 53, 54, 55, 56, 68, 71, 81, 85, 86, 93, 94, 101, 103, 109, 111, 121, 122, 123, 128, 129, 130, 136, 142, 143, 146, 157, 158, 161, 164, 165, 167, 170, 181, 182, 183, 185, 187, 189, 191, 202"
A Priori Bad Antennas Not Flagged,"27 / 104 total a priori bad antennas: 22, 35, 43, 46, 62, 73, 77, 79, 82, 89, 90, 95, 115, 119, 120, 125, 132, 137, 138, 139, 207, 220, 221, 223, 238, 324, 325"
