,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,2.950397665561435,-1.1604565708236225,-0.6303219973265428,0.4069846948396024,-0.1475401329642495,-0.7508859945170425,-0.3448240872130071,2.484617890938922,0.731102926276265,0.6836274289123272,0.43365773317274425,1.7708351612091064,1.4043865203857422
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",N01,RF_maintenance,1.0,0.0,0.0,0.0,1.0,0.0,0.10360784625256839,4.223569832829996,1.1542357105468792,2.6988593684012802e-05,0.036941396445984404,-0.18784634180548856,1.4320217668476898,-0.27436339230892764,0.7433959991414418,0.6791730454027856,0.43434275736263883,3.7718851566314697,2.9921755194664
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.0,0.07432432432432433,-0.5178160444610125,-0.36968801421765246,-0.9448672211071724,2.1052615094007034,-0.2884295390055946,0.38783943157223105,0.8061839767925323,-0.6105489819874091,0.7493102280519283,0.6908410601452004,0.4308631861347448,1.7772796154022217,1.5303344428539276
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",N02,digital_ok,1.0,0.0,0.0,0.0,1.0,0.0,-1.485002726811169,-1.1629958442135602,-0.19363606423403906,-0.9754799582020398,-0.5915686795688306,0.08970050648550291,1.512154628096743,15.191706543234487,0.74197913017125,0.6853762313586308,0.4306117533679948,2.912370502948761,2.7530840635299683
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",N02,RF_maintenance,1.0,0.0,0.0,0.0,1.0,0.0,5.1767801187439035,4.758776098715398,23.626931120270896,23.671367818024493,4.243966495267207,7.491109673015275,-0.3566074426495643,-4.085254453273644,0.736937959404322,0.6658760633561919,0.4282777426479771,3.068476974964142,2.6567904353141785
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",N02,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,-0.2385389015358021,-1.5447230802178873,0.1674497904622302,-0.6013536884896044,0.6820691582669713,-0.03010243742989726,-0.2576764481625958,1.8027943832229416,0.7342177236087172,0.6815803158518782,0.4343970706184029,1.6168105602264404,1.4732970893383026
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",N02,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,0.354938879111087,-1.3986912044445317,-0.48076752672287626,2.1795712873220086,-0.024237281384057542,1.2709101868837682,0.7609928452135822,0.5674222002080131,0.725457413732619,0.6654520196036076,0.4435837619850105,1.5454324185848236,1.3828393518924713
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.7983696556652311,-0.008148538817265627,0.32129542107906056,-0.3365419324188169,-0.17914496242164168,-0.610905294041272,-0.03157928898728477,1.5336455832169353,0.74599704395853,0.6898655379247756,0.42714578441636175,1.9563454687595367,1.5889644622802734
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.0,0.0,-1.0169830860791214,0.3483633913835275,0.4204351701513551,-0.1908883561199631,0.17320119593117622,0.4644843864019015,0.8216021424631548,2.334609061434038,0.7539101472144906,0.6888598029735583,0.42896539088110813,1.8225396871566772,1.515383780002594
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,-0.5806518840133342,0.6709686130379778,-0.7626909521692256,-0.8211836744814983,-0.7138557160169896,-0.30594634465545706,2.7547727354010774,0.6132492447858633,0.7450262733766935,0.697259549044099,0.4196179725218566,1.788471668958664,1.5411547124385834
