,0
JD,2459950
Date,1-5-2023
LST Range,1.537 -- 11.499 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1851
Total Number of Antennas,196
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 9 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 196 (0.0%)
Antennas in Commanded State (observed),0 / 196 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,57 / 196 (29.1%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,128 / 196 (65.3%)
Redcal Done?,N
Never Flagged Antennas,68 / 196 (34.7%)
A Priori Good Antennas Flagged,"57 / 93 total a priori good antennas: 3, 7, 9, 15, 16, 17, 19, 29, 30, 37, 40, 41, 42, 45, 54, 55, 56, 71, 72, 81, 86, 88, 93, 94, 101, 103, 106, 107, 109, 111, 121, 122, 123, 127, 128, 136, 140, 143, 146, 151, 158, 161, 162, 164, 165, 167, 169, 170, 173, 182, 185, 187, 189, 191, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"32 / 103 total a priori bad antennas: 8, 22, 35, 43, 46, 48, 49, 61, 62, 64, 74, 79, 82, 89, 90, 95, 115, 125, 132, 137, 139, 207, 211, 220, 229, 237, 238, 239, 245, 261, 325, 333"
