,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",N01,digital_ok,0.0,0.0,0.0,0.0,3.219729041468523,-0.4013109280750062,-0.4047112767387679,0.31038495287316614,-0.859581190196746,0.997466981039404,0.8300986009294691,1.7633358127279617,0.7036732472767147,0.676106330366189,0.412683349404534
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",N01,RF_maintenance,0.0,0.0,0.0,0.0,0.2113699164818798,3.44637589786505,0.9920563023735153,0.9446477676418877,-0.26930298389475305,0.411142754858324,3.212416839177442,0.3336856139012298,0.7189569202777055,0.6682993783761646,0.41264792655053145
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",N01,digital_ok,0.0,0.0,0.0,0.0,-0.2218230712545604,-0.38272408795837726,0.28271779721538426,-0.5084803603530297,-0.3352748491921131,0.00031310197795224163,0.2753577085342727,-0.3698991219116745,0.7225712474952991,0.6795087499153837,0.40864235756211814
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",N02,digital_ok,1.0,0.0,0.0,0.0,-0.9071495366098808,-0.9307634359844639,0.5302143881487271,0.5478929169916515,-0.37632012339461424,0.5422838730213563,0.42885045402299893,7.3823272623430976,0.7158549014868151,0.6749215036549154,0.40814481851059303
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",N02,RF_maintenance,0.0,0.0,0.0,0.0,2.9526572527834696,2.3129246566564805,2.5700021867886873,2.28987112513468,0.2451992806644027,0.3676941218342136,-1.5470229753510008,-2.498112752222696,0.7125186278192723,0.6581308791265218,0.40693827016531703
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",N02,digital_ok,0.0,0.0,0.0,0.0,-0.2496364849790511,-1.051400635397234,0.6805665019367618,0.41682281351641304,0.7977769676050638,1.0028752883418528,-0.29791041277917163,0.4185494215224769,0.7097991767525178,0.6712975963537989,0.4117276052635503
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",N02,digital_ok,0.0,0.0,0.0,0.0,0.49139812861327564,0.16312114289224275,1.5872746669755622,0.9713204649005575,-0.5463348531190217,-0.5931825645113283,-1.9724205034010227,-2.1158279836994205,0.7085160782616862,0.6652391407028317,0.4212073767219161
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",N01,digital_ok,1.0,0.0,0.0,0.0,-0.8071069418781747,0.19804727696799254,-0.7304057769440041,0.05687581501194437,0.69494943810984,0.4001293813820536,0.21126463237609622,5.262634603214858,0.7287670192164265,0.6830847868356668,0.41000766604710165
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",N01,digital_ok,0.0,0.0,0.0,0.0,-1.0813164668211808,-0.6761327977448319,0.7963426148388173,0.8788480571221523,-0.749724054300417,-0.5297951908566567,0.586486432351998,1.755308659069705,0.7265494771799478,0.6797185690657318,0.4077128435792175
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",N01,digital_ok,1.0,0.0,0.0,0.0,-1.006550841885244,0.5067922196357099,0.42120786866671545,0.5275534237371043,-0.14532374860268227,0.14600366984876503,7.607745326658279,3.3050845295145197,0.718300468712545,0.6848197280074917,0.4017111994022064
