,0
JD,2459911
Date,11-27-2022
LST Range,23.930 -- 9.892 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1851
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 48 RF_ok: 19 digital_ok: 102 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,62 / 201 (30.8%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,114 / 201 (56.7%)
Redcal Done?,N
Never Flagged Antennas,87 / 201 (43.3%)
A Priori Good Antennas Flagged,"48 / 102 total a priori good antennas: 3, 7, 9, 15, 29, 30, 37, 42, 51, 54, 55, 56, 59, 68, 71, 72, 81, 84, 85, 86, 88, 94, 101, 103, 107, 108, 109, 111, 117, 121, 122, 123, 128, 136, 142, 143, 146, 155, 158, 161, 164, 165, 170, 182, 183, 185, 189, 191"
A Priori Bad Antennas Not Flagged,"33 / 99 total a priori bad antennas: 8, 22, 43, 46, 62, 64, 73, 74, 77, 79, 82, 89, 90, 95, 102, 115, 119, 120, 125, 132, 137, 138, 139, 166, 220, 221, 223, 238, 239, 324, 325, 329, 333"
