,0
JD,2459861
Date,10-8-2022
LST Range,20.655 -- 6.676 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1862
Total Number of Antennas,180
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 dish_ok: 1 RF_maintenance: 35 RF_ok: 9 digital_maintenance: 11 digital_ok: 98 not_connected: 23
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 180 (0.0%)
Antennas in Commanded State (observed),0 / 180 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,16
Nodes Registering 0s,
Nodes Not Correlating,N14
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,64 / 180 (35.6%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,118 / 180 (65.6%)
Redcal Done?,N
Never Flagged Antennas,58 / 180 (32.2%)
A Priori Good Antennas Flagged,"60 / 98 total a priori good antennas: 3, 7, 19, 21, 30, 31, 37, 38, 45, 46, 51, 53, 54, 55, 68, 71, 72, 73, 81, 83, 84, 86, 93, 94, 100, 101, 103, 108, 109, 111, 117, 121, 122, 123, 140, 142, 143, 144, 147, 156, 158, 161, 162, 163, 164, 165, 167, 169, 170, 176, 178, 179, 183, 184, 185, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"20 / 82 total a priori bad antennas: 4, 48, 49, 61, 89, 90, 125, 136, 154, 171, 202, 221, 237, 238, 321, 322, 324, 325, 329, 333"
