,0
JD,2459854
Date,10-1-2022
LST Range,0.925 -- 6.936 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1117
Total Number of Antennas,180
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 dish_ok: 1 RF_maintenance: 36 RF_ok: 9 digital_maintenance: 11 digital_ok: 97 not_connected: 23
Commanded Signal Source,
Antennas in Commanded State,0 / 180 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,16
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,56 / 180 (31.1%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,137 / 180 (76.1%)
Redcal Done?,Y
Redcal Flagged Antennas,0 / 180 (0.0%)
Never Flagged Antennas,43 / 180 (23.9%)
A Priori Good Antennas Flagged,"62 / 97 total a priori good antennas: 3, 7, 19, 20, 21, 30, 31, 37, 38, 42, 45, 46, 51, 53, 54, 55, 68, 71, 72, 73, 84, 86, 91, 93, 94, 98, 101, 103, 106, 107, 108, 109, 111, 117, 118, 121, 122, 123, 124, 128, 140, 141, 142, 144, 147, 156, 158, 160, 161, 164, 165, 167, 169, 170, 176, 178, 179, 181, 183, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"8 / 83 total a priori bad antennas: 82, 89, 90, 125, 137, 138, 148, 168"
