,0
JD,2459858
Date,10-5-2022
LST Range,20.457 -- 6.478 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1862
Total Number of Antennas,180
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 dish_ok: 1 RF_maintenance: 35 RF_ok: 9 digital_maintenance: 11 digital_ok: 98 not_connected: 23
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 180 (0.0%)
Antennas in Commanded State (observed),0 / 180 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,16
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,55 / 180 (30.6%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,116 / 180 (64.4%)
Redcal Done?,Y
Redcal Flagged Antennas,6 / 180 (3.3%)
Never Flagged Antennas,57 / 180 (31.7%)
A Priori Good Antennas Flagged,"64 / 98 total a priori good antennas: 7, 19, 21, 30, 31, 37, 38, 45, 46, 51, 53, 54, 55, 56, 65, 66, 67, 68, 71, 72, 73, 81, 84, 86, 93, 94, 98, 99, 101, 103, 105, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 140, 142, 144, 147, 156, 158, 161, 162, 163, 164, 167, 169, 170, 176, 178, 179, 183, 184, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"23 / 82 total a priori bad antennas: 4, 8, 48, 49, 64, 82, 89, 90, 125, 136, 148, 154, 168, 171, 202, 220, 221, 237, 238, 321, 322, 324, 325"
