,0
JD,2459843
Date,9-20-2022
LST Range,21.573 -- 7.433 hours
X-Engine Status,Y Y Y Y Y Y Y N 
Number of Files,1832
Total Number of Antennas,126
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 RF_maintenance: 26 digital_maintenance: 8 digital_ok: 74 not_connected: 15
Commanded Signal Source,
Antennas in Commanded State,0 / 126 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,12
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,111 / 126 (88.1%)
Auto Metrics Done?,N
Redcal Done?,N
Never Flagged Antennas,15 / 126 (11.9%)
A Priori Good Antennas Flagged,"67 / 74 total a priori good antennas: 3, 5, 7, 9, 15, 16, 17, 21, 29, 30, 31, 37, 38, 41, 42, 45, 46, 51, 53, 54, 55, 56, 65, 66, 67, 68, 69, 71, 73, 81, 83, 93, 94, 98, 109, 111, 112, 116, 117, 118, 127, 128, 140, 141, 142, 144, 147, 156, 157, 158, 160, 161, 162, 163, 164, 165, 167, 176, 177, 178, 179, 181, 183, 184, 185, 186, 187"
A Priori Bad Antennas Not Flagged,"8 / 52 total a priori bad antennas: 8, 47, 49, 61, 64, 70, 137, 168"
