,Ant,Node,A Priori Status,Auto Metrics Flags,Dead Fraction in Ant Metrics (Jee),Dead Fraction in Ant Metrics (Jnn),Crossed Fraction in Ant Metrics,Flag Fraction Before Redcal,Flagged By Redcal chi^2 Fraction,ee Shape Modified Z-Score,nn Shape Modified Z-Score,ee Power Modified Z-Score,nn Power Modified Z-Score,ee Temporal Variability Modified Z-Score,nn Temporal Variability Modified Z-Score,ee Temporal Discontinuties Modified Z-Score,nn Temporal Discontinuties Modified Z-Score,Average Dead Ant Metric (Jee),Average Dead Ant Metric (Jnn),Average Crossed Ant Metric,Median chi^2 Per Antenna (Jee),Median chi^2 Per Antenna (Jnn)
0,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_3_report.html"" target=""_blank"">3</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.07027027027027027,1.3309217709249446,-1.688056355686182,-0.6249844796720093,-0.08858697590559388,-0.42155573153878595,0.7495069448561085,1.5674647045406775,2.2166878639603325,0.8184925648471644,0.8282186980475301,0.2528371108669906,3.193382740020752,2.764815330505371
1,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_4_report.html"" target=""_blank"">4</a>",N01,RF_maintenance,0.0,0.0,0.0,0.0,1.0,0.0,0.7682036644802729,0.9691517931332502,0.6323036050465407,-0.5765605813274784,2.085470926523428,1.269913473661459,2.684333424435442,2.1239972444499498,0.8284494883748231,0.8274653703027535,0.2528477686167487,4.577502250671387,4.644672632217407
2,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_5_report.html"" target=""_blank"">5</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.10270270270270271,-0.3572520507874965,-0.04792751892141364,-0.7023364750107126,1.6798774105530139,-0.17447847782764103,1.102238387296336,1.3501256406538775,1.3978868835079536,0.8308508660295391,0.8300394913955115,0.2503875839209317,3.4284728169441223,2.972723960876465
3,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_7_report.html"" target=""_blank"">7</a>",N02,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.07567567567567568,-0.4584413553758095,-1.2882251021148328,-0.22654309177396925,-0.9060652000617961,0.22143260478544122,0.475255288134077,1.9497045232670385,2.017203453404557,0.823296994295959,0.8270490913980495,0.25081378573929947,2.7828375101089478,2.8791933059692383
4,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_8_report.html"" target=""_blank"">8</a>",N02,RF_maintenance,1.0,0.0,0.0,0.0,1.0,0.0,6.008037254413596,6.676339938536473,23.926987557742752,23.529426069458616,11.243421242054,14.655351909297947,14.83644399136882,14.787845038056538,0.7999797339511234,0.7831263989253564,0.29546696164954567,6.019140362739563,5.141052842140198
5,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_9_report.html"" target=""_blank"">9</a>",N02,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.05945945945945946,0.17297807337195395,-0.9316759665292929,-0.7638643365449311,-0.2602259424246732,1.6956973294758997,0.4376097859982147,1.5644630042808045,1.8021421394610282,0.8195746289163212,0.8246840170162946,0.2560794771182113,2.813758969306946,2.6532790064811707
6,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_10_report.html"" target=""_blank"">10</a>",N02,digital_ok,1.0,0.0,0.0,0.0,1.0,0.0,2.6795507203862194,-0.41372681209821044,-0.5292983630091656,2.088841291994167,0.4442264222438261,9.337319147727507,2.43029605302807,7.318459422166931,0.8104403159549993,0.8172380576326359,0.2603561136525004,4.687730312347412,5.195400238037109
7,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_15_report.html"" target=""_blank"">15</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.03783783783783784,1.0005077430331946,1.235929336817463,-0.23007823360041307,-0.7132485521941686,-0.5092257534428166,-0.4945821283527816,-0.0549410956739084,-0.2931012413236168,0.834004750123082,0.834253480713157,0.2456231711320161,3.304993689060211,3.053702235221863
8,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_16_report.html"" target=""_blank"">16</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.04864864864864865,-1.2151545890027906,-0.27053317023374435,0.6811990469332462,0.2898433568055862,-0.6858322893623786,0.2619356503661165,0.6773032359378522,0.7253402945662193,0.836361294458752,0.8336247251146329,0.24381071565235277,2.8889551162719727,2.6895355582237244
9,"<a href=""https://htmlpreview.github.io/?https://github.com/HERA-Team/H6C_Notebooks/blob/main/antenna_report/antenna_17_report.html"" target=""_blank"">17</a>",N01,digital_ok,0.0,0.0,0.0,0.0,0.08648648648648649,0.021621621621621623,0.3115791689229408,1.2815935813670833,-0.8603617671506697,-0.8326686155124275,-0.2786602022997447,-0.6440041199487937,-0.09592780360387156,-0.18210316355970657,0.8338232399115955,0.8354172605470005,0.24153779356455676,3.0301114320755005,2.926381289958954
