,0
JD,2459845
Date,9-22-2022
LST Range,18.507 -- 7.562 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,2185
Total Number of Antennas,158
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 dish_ok: 1 RF_maintenance: 34 digital_maintenance: 8 digital_ok: 97 not_connected: 15
Commanded Signal Source,
Antennas in Commanded State,0 / 158 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,14
Nodes Registering 0s,"N08, N09"
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,68 / 158 (43.0%)
Auto Metrics Done?,N
Redcal Done?,Y
Redcal Flagged Antennas,0 / 158 (0.0%)
Never Flagged Antennas,90 / 158 (57.0%)
A Priori Good Antennas Flagged,"35 / 97 total a priori good antennas: 46, 51, 54, 68, 73, 84, 85, 86, 88, 91, 98, 99, 100, 101, 103, 105, 106, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 124, 140, 142, 158, 160, 167, 181, 190"
A Priori Bad Antennas Not Flagged,"28 / 61 total a priori bad antennas: 4, 8, 32, 33, 35, 36, 44, 47, 48, 49, 50, 52, 57, 59, 61, 62, 64, 77, 82, 110, 135, 136, 148, 166, 168, 321, 322, 324"
